GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021801124,302,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,1,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-181,174,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801124,324,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,0,0,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,6,62,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801124,358,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,10,5,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,8,48,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801124,376,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,7,52,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-79,273,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801124,384,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,6,51,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,26,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801124,390,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,6,35,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,186,195,1,1,20190328,MIA,DAL
Shot Chart Detail,0021801124,438,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,3,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,6,1,1,20190328,MIA,DAL
Shot Chart Detail,0021801124,596,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,4,55,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-214,122,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801124,631,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,1,59,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-116,252,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801124,649,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,0,31,Missed Shot,Pullup Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,9,1,0,20190328,MIA,DAL
Shot Chart Detail,0021801172,38,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,8,34,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-131,231,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,44,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,8,11,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,33,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,76,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,5,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,103,54,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,86,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,4,54,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-85,253,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,96,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,4,7,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-44,29,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,251,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,5,48,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,22,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,264,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,5,26,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,33,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,304,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,2,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-78,252,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,310,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,1,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,17,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,334,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,11,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,9,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,337,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,11,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,214,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,340,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,11,7,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,1,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,344,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,10,53,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,-7,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,376,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,8,31,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,9,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,410,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,5,49,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-145,201,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,415,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,5,16,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-4,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,437,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,3,46,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-70,248,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,590,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,5,5,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,94,157,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801172,611,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,2,45,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,74,252,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,625,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,1,34,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,37,1,1,20190403,DAL,MIN
Shot Chart Detail,0021801172,628,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,1,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-51,247,1,0,20190403,DAL,MIN
Shot Chart Detail,0021801216,55,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,6,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-78,256,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,126,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,2,7,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-55,17,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,263,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,5,46,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,10,1,1,20190409,DAL,PHX
Shot Chart Detail,0021801216,304,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,3,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-116,232,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,309,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,2,55,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,36,89,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,334,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,1,17,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,19,202,1,1,20190409,DAL,PHX
Shot Chart Detail,0021801216,394,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,9,33,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,396,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,9,31,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20190409,DAL,PHX
Shot Chart Detail,0021801216,419,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,6,57,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,72,29,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,617,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,6,34,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,14,1,1,20190409,DAL,PHX
Shot Chart Detail,0021801216,631,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,5,49,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-62,240,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,641,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,4,48,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,0,1,0,20190409,DAL,PHX
Shot Chart Detail,0021801216,664,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,3,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-131,208,1,1,20190409,DAL,PHX
Shot Chart Detail,0021801216,680,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,2,11,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-188,168,1,1,20190409,DAL,PHX
Shot Chart Detail,0021900009,9,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,11,37,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,7,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,14,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,11,12,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,10,1,0,20191023,DAL,WAS
Shot Chart Detail,0021900009,35,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,9,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,97,228,1,0,20191023,DAL,WAS
Shot Chart Detail,0021900009,61,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,6,51,Missed Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-68,73,1,0,20191023,DAL,WAS
Shot Chart Detail,0021900009,95,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,4,35,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,8,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,248,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,6,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-174,180,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,260,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,5,32,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,84,243,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,291,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,3,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,41,265,1,0,20191023,DAL,WAS
Shot Chart Detail,0021900009,319,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,1,38,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,335,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,0,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,23,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,342,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,0,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,6,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,364,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,11,1,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-70,235,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,375,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,10,4,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,10,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,395,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,9,8,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,24,262,1,0,20191023,DAL,WAS
Shot Chart Detail,0021900009,441,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,5,7,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,3,61,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,444,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,4,35,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,201,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,462,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,3,26,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,5,1,1,20191023,DAL,WAS
Shot Chart Detail,0021900009,483,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,1,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-136,235,1,0,20191023,DAL,WAS
Shot Chart Detail,0021900009,671,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,1,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,79,263,1,0,20191023,DAL,WAS
Shot Chart Detail,0021900021,42,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,10,14,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,8,28,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,67,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,6,31,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,2,315,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,87,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,4,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,14,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,113,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,3,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,30,153,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,127,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,2,24,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,5,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,226,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,7,52,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,104,226,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,257,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,5,58,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,92,240,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,293,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,3,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-2,294,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,301,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,2,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,8,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,316,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,1,22,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,123,261,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,325,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,0,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,21,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,362,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,9,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-47,259,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,364,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,9,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,25,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,371,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,9,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-109,248,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,468,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,1,42,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,20,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,595,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,5,22,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,70,267,1,0,20191025,NOP,DAL
Shot Chart Detail,0021900021,609,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,4,24,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,35,2,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,647,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,1,53,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,21,44,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900021,650,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,1,23,Made Shot,Step Back Bank Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-175,191,1,1,20191025,NOP,DAL
Shot Chart Detail,0021900038,15,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,11,11,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-63,177,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,23,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,10,7,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-125,37,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,33,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,8,44,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,91,25,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,37,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,8,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,179,218,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,54,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,6,42,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,13,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,164,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,0,12,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,25,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,167,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,47,5,473,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,266,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,4,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,50,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,283,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,2,54,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-27,60,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,304,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,1,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-176,174,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,321,1629029,Luka Dončić,1610612742,Dallas Mavericks,2,0,1,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,25,58,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,341,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,10,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,155,225,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,390,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,6,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-225,136,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,406,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,5,27,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-134,211,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,422,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,4,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,8,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,426,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,4,0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,494,1629029,Luka Dončić,1610612742,Dallas Mavericks,3,0,28,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,85,12,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,606,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,6,9,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,7,1,1,20191027,DAL,POR
Shot Chart Detail,0021900038,618,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,5,17,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-36,251,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,658,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,1,47,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,155,210,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,670,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,0,37,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51,33,510,1,0,20191027,DAL,POR
Shot Chart Detail,0021900038,680,1629029,Luka Dončić,1610612742,Dallas Mavericks,4,0,12,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-25,252,1,0,20191027,DAL,POR
Shot Chart Detail,0021900053,28,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,10,13,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,40,256,1,0,20191029,DEN,DAL
Shot Chart Detail,0021900053,37,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,8,39,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-42,40,1,0,20191029,DEN,DAL
Shot Chart Detail,0021900053,39,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,8,34,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-14,68,1,0,20191029,DEN,DAL
Shot Chart Detail,0021900053,51,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,7,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,8,1,1,20191029,DEN,DAL
Shot Chart Detail,0021900053,81,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,4,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,126,1,1,20191029,DEN,DAL
Shot Chart Detail,0021900053,153,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,2,55,Missed Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,60,38,1,0,20191029,DEN,DAL
Shot Chart Detail,0021900053,110,1629029,Luka Dončić,1610612742,Dallas Mavericks,1,2,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,106,242,1,0,20191029,DEN,DAL
